name,author,narrator,releasedate,language,price,rating_stars,n_ratings,hours,mins,time_mins
The World of Cycling According to G,GeraintThomas,GeraintThomas,2015-10-29,English,9.11,,1.0,8,36,516
Irondad Life,RussellNewell,RussellNewell,2021-04-05,English,7.03,,1.0,6,2,362
The Greatest Games,JamieCarragher,JamieCarragher,2020-12-11,English,10.66,,2.0,10,53,653
Dottir,KatrinDavidsdottir,KatrinDavidsdottir,2019-06-08,English,1.61,,1.0,8,57,537
Klopp: Bring the Noise,RaphaelHonigstein,RaphaelHonigstein,2017-11-16,English,8.2,4.5,12.0,8,18,498
Iron War,MattFitzgerald,MattFitzgerald,2013-06-03,English,10.03,,6.0,13,37,817
Immortal,DuncanHamilton,DuncanHamilton,2013-12-09,English,9.84,,1.0,15,28,928
50/50,"DeanKarnazes,MattFitzgerald","DeanKarnazes,MattFitzgerald",2021-09-03,English,6.0,,1.0,8,6,486
Ask a Footballer,JamesMilner,JamesMilner,2019-10-31,English,9.11,4.5,10.0,6,54,414
Behind the Mask,TysonFury,TysonFury,2019-11-14,English,10.66,,8.0,5,56,356
My Story,StevenGerrard,StevenGerrard,2015-09-24,English,9.84,4.5,4.0,13,37,817
Michael Carrick: Between the Lines,MichaelCarrick,MichaelCarrick,2018-12-13,English,12.76,4.5,7.0,11,5,665
How to Be a Footballer,PeterCrouch,PeterCrouch,2018-08-11,English,9.84,4.5,12.0,7,36,456
Jurgen Klopp,ElmarNeveling,ElmarNeveling,2019-07-25,English,10.66,,2.0,11,19,679
The Man Who Cycled the World,MarkBeaumont,MarkBeaumont,2020-05-03,English,13.12,,3.0,18,25,1105
Luka Modric,LukaModric,LukaModric,2020-08-20,English,8.65,4.5,3.0,10,45,645
The Autobiography,AlastairCook,AlastairCook,2019-05-09,English,10.66,,2.0,8,48,528
Quitters Never Win,MichaelBisping,MichaelBisping,2019-08-22,English,10.66,4.5,3.0,13,36,816
Test of Will,GlennMcGrath,GlennMcGrath,2015-10-31,English,8.28,,2.0,7,38,458
Jamie Vardy: The Boy from Nowhere,JamieVardy,JamieVardy,2016-06-10,English,8.2,,4.0,6,55,415
Running to the Edge,MatthewFutterman,MatthewFutterman,2019-04-06,English,12.06,4.5,5.0,11,26,686
Jenson Button,JensonButton,JensonButton,2017-10-19,English,15.94,4.5,7.0,8,21,501
Head On,SirIanBotham,SirIanBotham,2011-07-02,English,9.84,,5.0,12,48,768
Pullela Gopichand,"SanjaySharma,SachiS.Sharma","SanjaySharma,SachiS.Sharma",2017-12-02,English,7.09,,1.0,10,2,602
My World,PeterSagan,PeterSagan,2018-04-10,English,9.02,4.5,2.0,5,59,359
Running Like a Girl,AlexandraHeminsley,AlexandraHeminsley,2013-04-04,English,6.83,,1.0,6,42,402
Serena Williams,MerlisaLawrenceCorbett,MerlisaLawrenceCorbett,2020-07-15,English,9.56,,1.0,5,47,347
The Sound of Summer,JimMaxwell,JimMaxwell,2018-09-13,English,7.74,4.5,2.0,8,4,484
I Am Duran,RobertoDuran,RobertoDuran,2016-08-09,English,3.88,,2.0,7,36,456
Don't Stop Me Now,VassosAlexander,VassosAlexander,2016-03-24,English,8.02,,1.0,7,50,470
The Secret Footballer's Guide to the Modern Game,TheSecretFootballer,TheSecretFootballer,2014-12-12,English,6.83,,1.0,5,53,353
Shut up Legs!,JensVoigt,JensVoigt,2016-12-05,English,8.2,,1.0,7,37,457
Harold Larwood,DuncanHamilton,DuncanHamilton,2010-12-16,English,10.02,,1.0,11,30,690
Michael Owen Reboot: My Life,MichaelOwen,MichaelOwen,2019-05-09,English,7.74,4.5,4.0,10,52,652
I'll Show You,"DerrickRose,SamSmith-with","DerrickRose,SamSmith-with",2020-03-31,English,7.03,,2.0,6,17,377
Robbie Fowler,RobbieFowler,RobbieFowler,2019-11-14,English,15.02,,1.0,8,18,498
Beyond Beautiful,AnuschkaRees,AnuschkaRees,2019-05-14,English,9.05,,1.0,4,27,267
Wilt,RobertCherry,RobertCherry,2012-12-21,English,12.04,,1.0,15,3,903
Unscripted,"ErnieJohnsonJr.,JohnSmoltz","ErnieJohnsonJr.,JohnSmoltz",2017-02-05,English,9.84,,1.0,5,41,341
Magic Spanner,"CarltonKirby,RobbieBroughton","CarltonKirby,RobbieBroughton",2019-10-24,English,5.92,,2.0,6,33,393
First,"RichFroning,DavidThomas","RichFroning,DavidThomas",2015-02-06,English,8.44,,1.0,6,23,383
Rapture,"NickNurse,MichaelSokolove,PhilJackson","NickNurse,MichaelSokolove,PhilJackson",2020-10-13,English,6.0,,1.0,6,54,414
The Hurt,DylanHartley,DylanHartley,2020-03-09,English,10.66,4.5,2.0,9,29,569
The Men on Magic Carpets: Searching for the Superhuman Sports Star,EdHawkins,EdHawkins,2019-04-04,English,6.83,,1.0,8,54,534
Me and the Table,StephenHendry,StephenHendry,2018-06-09,English,12.76,,1.0,9,17,557
Luck,EdSmith,EdSmith,2012-03-29,English,6.83,4.5,3.0,6,11,371
American Pharoah,JoeDrape,JoeDrape,2016-04-26,English,6.0,,1.0,8,36,516
The Winning Formula,DavidCoulthard,DavidCoulthard,2018-05-17,English,12.76,,1.0,7,31,451
The Imaginary Girlfriend,JohnIrving,JohnIrving,2014-04-20,English,6.01,,1.0,3,23,203
Proud,"IbtihajMuhammad,LoriL.Tharps","IbtihajMuhammad,LoriL.Tharps",2018-07-24,English,6.0,,1.0,9,12,552
My Time,BradleyWiggins,BradleyWiggins,2012-08-11,English,8.2,,1.0,6,50,410
Striking Distance,CharlesRusso,CharlesRusso,2016-01-07,English,8.42,,1.0,6,10,370
The Extra Mile,PamReed,PamReed,2014-06-13,English,8.02,,1.0,7,8,428
Belichick and Brady,MichaelHolley,MichaelHolley,2016-04-10,English,6.0,,1.0,13,59,839
Gratitude in Motion,"ColleenKellyAlexander,JennaGlatzer,BartYasso-foreword","ColleenKellyAlexander,JennaGlatzer,BartYasso-foreword",2018-01-16,English,6.0,,1.0,8,11,491
Road Racer,MichaelDunlop,MichaelDunlop,2017-05-12,English,6.83,,1.0,7,46,466
Ask a Pro,PhilGaimon,PhilGaimon,2017-09-05,English,7.03,,1.0,3,47,227
The Wrong 'Un,"BradHogg,GregGrowden","BradHogg,GregGrowden",2016-11-17,English,9.52,,1.0,9,37,577
Assisted,JohnStockton,JohnStockton,2017-09-03,English,11.26,,1.0,8,55,535
Why Running Matters,IanMortimer,IanMortimer,2019-03-14,English,7.74,3.5,2.0,8,0,480
Byculla to Bangkok,S.HussainZaidi,S.HussainZaidi,2018-08-14,English,8.02,4.5,28.0,8,31,511
The Key Man,"SimonClark,WillLouch","SimonClark,WillLouch",2021-08-07,English,10.66,,18.0,11,21,681
Billion Dollar Whale,"BradleyHope,TomWright","BradleyHope,TomWright",2018-09-18,English,6.0,4.5,60.0,12,26,746
Mossad,"MichaelBar-Zohar,NissimMishal","MichaelBar-Zohar,NissimMishal",2014-07-10,English,9.84,4.5,177.0,14,34,874
Catch Me If You Can,"FrankW.Abagnale,StanRedding","FrankW.Abagnale,StanRedding",2002-09-13,English,8.42,4.5,98.0,8,30,510
Bad Blood,JohnCarreyrou,JohnCarreyrou,2018-05-31,English,3.88,4.5,486.0,11,36,696
American Kingpin,NickBilton,NickBilton,2017-06-22,English,9.84,,47.0,12,14,734
Bihar Diaries,AmitLodha,AmitLodha,2021-06-22,English,10.55,4.5,23.0,7,57,477
Empire of Pain,PatrickRaddenKeefe,PatrickRaddenKeefe,2021-04-13,English,3.88,4.5,46.0,18,6,1086
Gunning for the Godman,"Ajay(IPS)Lamba,SanjeevMathur","Ajay(IPS)Lamba,SanjeevMathur",2020-09-17,English,8.02,4.5,69.0,6,6,366
The Spider Network,DavidEnrich,DavidEnrich,2017-03-23,English,8.2,,10.0,15,28,928
Life in the Uniform,AmitLodha,AmitLodha,2021-10-08,English,10.55,,16.0,8,19,499
Gideon's Spies,GordonThomas,GordonThomas,1999-12-16,English,8.02,4.5,10.0,6,2,362
Five Families,SelwynRaab,SelwynRaab,2015-06-10,English,18.29,4.5,3.0,33,54,2034
My Friend Anna,RachelDeLoacheWilliams,RachelDeLoacheWilliams,2019-07-23,English,9.11,3.5,4.0,9,7,547
I'll Be Gone in the Dark,MichelleMcNamara,MichelleMcNamara,2018-11-22,English,6.83,,21.0,9,44,584
Chase Darkness with Me,"BillyJensen,KarenKilgariff-foreword","BillyJensen,KarenKilgariff-foreword",2019-11-04,English,12.04,,15.0,8,19,499
Veerappan,K.VijayKumar,K.VijayKumar,2017-01-12,English,5.17,,43.0,9,19,559
The Plane That Wasn't There,JeffWise,JeffWise,2015-07-21,English,4.0,4.5,7.0,2,22,142
American Serial Killers,PeterVronsky,PeterVronsky,2021-09-02,English,13.57,,1.0,16,14,974
The Panama Papers,"FrederikObermaier,BastianObermayer","FrederikObermaier,BastianObermayer",2016-06-10,English,8.65,,9.0,12,2,722
In Cold Blood,TrumanCapote,TrumanCapote,2006-03-01,English,13.57,4.5,21.0,14,27,867
Nothing to Lose,ManbeenaSandhu,ManbeenaSandhu,2021-07-14,English,18.23,,1.0,11,48,708
Narconomics,TomWainwright,TomWainwright,2016-03-15,English,8.02,4.5,7.0,8,57,537
Surviving Katyń,JaneRogoyska,JaneRogoyska,2021-05-21,English,10.02,,1.0,12,45,765
Dangerous Minds,"S.HussainZaidi,BrijeshSingh","S.HussainZaidi,BrijeshSingh",2018-12-24,English,10.55,,17.0,8,11,491
"Murder, We Spoke",KatJohnson,KatJohnson,2019-04-11,English,0.0,,11.0,0,46,46
The Caesars Palace Coup,"MaxFrumes,SujeetIndap","MaxFrumes,SujeetIndap",2021-03-16,English,8.44,,3.0,12,22,742
Helter Skelter,"VincentBugliosi,CurtGentry","VincentBugliosi,CurtGentry",2011-09-13,English,16.06,,7.0,26,29,1589
Secrets in the Cellar,JohnGlatt,JohnGlatt,2013-08-07,English,9.84,,1.0,7,24,444
The Triple Agent,JobyWarrick,JobyWarrick,2011-07-19,English,10.55,,1.0,7,7,427
The Deadly Dozen,AnirbanBhattacharya,AnirbanBhattacharya,2021-04-23,English,12.06,4.5,2.0,10,18,618
The Five,HallieRubenhold,HallieRubenhold,2019-02-26,English,15.94,4.5,6.0,10,20,620
My Name Is Abu Salem,S.HussainZaidi,S.HussainZaidi,2020-03-24,English,10.55,,6.0,5,49,349
Godfathers of Crime,SheelaRaval,SheelaRaval,2017-05-17,English,3.41,,12.0,10,36,636
The Mystery of the Parsee Lawyer,ShrabaniBasu,ShrabaniBasu,2021-04-03,English,7.74,3.5,3.0,10,48,648
Serial Killers,RichardEstep,RichardEstep,2021-01-04,English,14.06,,1.0,17,22,1042
The Phantom Prince,"ElizabethKendall,MollyKendall-contributor","ElizabethKendall,MollyKendall-contributor",2020-01-28,English,12.04,,4.0,6,18,378
The Good Assassin,StephanTalty,StephanTalty,2020-04-21,English,10.13,,4.0,9,9,549
The Good Girls,SoniaFaleiro,SoniaFaleiro,2021-01-21,English,7.74,4.5,16.0,7,38,458
Hitler's Horses,"ArthurBrand,JaneHedley-Prôle-translator","ArthurBrand,JaneHedley-Prôle-translator",2021-04-02,English,10.66,,2.0,6,49,409
Aarushi,AvirookSen,AvirookSen,2020-03-24,English,10.55,,2.0,10,8,608
Out of the Ether,MatthewLeising,MatthewLeising,2020-10-27,English,11.26,,1.0,10,16,616
We Are Bellingcat,EliotHiggins,EliotHiggins,2021-04-02,English,9.11,,1.0,7,14,434
The Scientist and the Spy,MaraHvistendahl,MaraHvistendahl,2020-04-02,English,10.55,4.5,2.0,8,5,485
Future Crimes,MarcGoodman,MarcGoodman,2015-04-23,English,12.3,,6.0,20,8,1208
Queens of Crime,"SushantSingh,KulpreetYadav","SushantSingh,KulpreetYadav",2020-08-19,English,10.55,4.5,4.0,5,16,316
The Doctor Who Fooled the World,BrianDeer,BrianDeer,2020-09-29,English,9.84,4.5,2.0,11,47,707
Furious Hours,CaseyCep,CaseyCep,2019-05-16,English,9.02,,1.0,11,16,676
Peaky Blinders: The Real Story,CarlChinn,CarlChinn,2019-09-19,English,15.02,,2.0,6,26,386
Madoff Talks,JimCampbell,JimCampbell,2021-07-14,English,8.44,,1.0,11,1,661
Getting Away with Murder,HeraldoMuñoz,HeraldoMuñoz,2014-02-25,English,8.02,3.5,2.0,6,48,408
The Mind of a Terrorist,"KaareSørensen,CoryKlingsporn-translator","KaareSørensen,CoryKlingsporn-translator",2016-07-06,English,8.02,4.5,6.0,8,25,505
The Hunt for KSM,"TerryMcDermott,JoshMeyer","TerryMcDermott,JoshMeyer",2012-03-26,English,6.0,4.5,2.0,11,52,712
A Is for Arsenic,KathrynHarkup,KathrynHarkup,2015-10-09,English,8.02,,1.0,9,50,590
Zodiac,RobertGraysmith,RobertGraysmith,2006-09-05,English,8.42,,4.0,10,40,640
Why They Do It,EugeneSoltes,EugeneSoltes,2016-11-10,English,12.66,,4.0,11,54,714
Criminal Psychology: Bolinda Beginner Guides,"R.H.Bull,CharlotteBilby,ClaireCooke,","R.H.Bull,CharlotteBilby,ClaireCooke,",2012-09-05,English,7.02,,1.0,7,16,436
The Outlaw Ocean,IanUrbina,IanUrbina,2019-09-19,English,10.66,,1.0,17,50,1070
The Man Who Played with Fire,"JanStocklassa,TaraF.Chace-translator","JanStocklassa,TaraF.Chace-translator",2019-01-10,English,12.06,4.5,2.0,12,7,727
Mafia Prince,"PhillipLeonetti,ScottBurnstein,ChristopherGraziano","PhillipLeonetti,ScottBurnstein,ChristopherGraziano",2014-12-03,English,10.03,,2.0,11,18,678
The Unusual Suspect,BenMachell,BenMachell,2021-01-21,English,6.83,,5.0,9,33,573
American Predator,MaureenCallahan,MaureenCallahan,2019-02-07,English,12.06,,6.0,9,3,543
Unnatural Causes,DrRichardShepherd,DrRichardShepherd,2018-09-20,English,9.84,,1.0,11,46,706
McMafia,MishaGlenny,MishaGlenny,2011-11-17,English,9.84,,1.0,16,30,990
The Crime Book,"DK,PeterJames","DK,PeterJames",2019-07-11,English,10.66,4.5,3.0,13,48,828
Gangster on the Run,PujaChangoiwala,PujaChangoiwala,2021-10-02,English,18.23,4.5,2.0,9,7,547
Fatal Descent,JeffWise,JeffWise,2015-10-11,English,1.2,,3.0,1,50,110
Howard Marks' Book of Dope Stories,HowardMarks,HowardMarks,2007-08-02,English,4.92,,1.0,3,5,185
Twisted,"MaryPilon,CarlaCorrea","MaryPilon,CarlaCorrea",2019-07-25,English,12.04,,1.0,5,17,317
Murder in the City,SupratimSarkar,SupratimSarkar,2018-10-30,English,3.74,,25.0,8,55,535
People Who Eat Darkness,RichardLloydParry,RichardLloydParry,2017-08-31,English,8.65,4.5,3.0,13,8,788
Cults Uncovered,EmilyG.Thompson,EmilyG.Thompson,2020-05-03,English,10.66,3.5,3.0,6,37,397
Blood Covenant,MichaelFranzese,MichaelFranzese,2009-05-19,English,7.03,4.5,2.0,5,57,357
Chaos,"TomO’Neill,DanPiepenbring","TomO’Neill,DanPiepenbring",2019-06-27,English,13.12,,5.0,16,14,974
Fall,JohnPreston,JohnPreston,2021-04-02,English,10.66,,3.0,11,23,683
The Spymaster of Baghdad,MargaretCoker,MargaretCoker,2021-02-25,English,10.66,,1.0,10,48,648
If You Tell,GreggOlsen,GreggOlsen,2019-01-12,English,12.06,,2.0,10,34,634
The Demon Next Door,BryanBurrough,BryanBurrough,2019-02-28,English,2.8,,2.0,2,45,165
Ted Bundy,"StephenG.Michaud,HughAynesworth","StephenG.Michaud,HughAynesworth",2020-07-30,English,8.65,4.5,4.0,14,31,871
Mrs Escobar,"VictoriaEugeniaHenao,AndreaRosenberg","VictoriaEugeniaHenao,AndreaRosenberg",2019-08-22,English,13.12,,4.0,16,4,964
High Achiever,TiffanyJenkins,TiffanyJenkins,2019-06-18,English,12.06,,1.0,8,53,533
Top Hoodlum,AnthonyM.DeStefano,AnthonyM.DeStefano,2018-06-26,English,7.03,,1.0,10,17,617
The Dark Net,JamieBartlett,JamieBartlett,2014-06-11,English,8.56,,1.0,7,21,441
A Sucky Love Story,BrittaniLouiseTaylor,BrittaniLouiseTaylor,2018-04-12,English,8.02,4.5,13.0,7,3,423
The Mechanism,"VladimirNetto,RobinPatterson-translator","VladimirNetto,RobinPatterson-translator",2019-02-05,English,9.84,,6.0,17,46,1066
Hunting Eichmann,NealBascomb,NealBascomb,2009-02-27,English,12.04,4.5,2.0,12,32,752
Homicide,DavidSimon,DavidSimon,1999-12-15,English,6.6,,1.0,6,7,367
The Book of Matt,"StephenJimenez,AndrewSullivan-introduction","StephenJimenez,AndrewSullivan-introduction",2021-06-02,English,15.07,,1.0,12,50,770
Grace Will Lead Us Home,JenniferBerryHawes,JenniferBerryHawes,2019-04-06,English,2.17,,1.0,12,43,763
400 Things Cops Know: Street-Smart Lessons From a Veteran Patrolman,AdamPlantinga,AdamPlantinga,2015-09-06,English,8.02,,2.0,7,4,424
A Woman Like Her,SanamMaher,SanamMaher,2020-02-18,English,7.3,,2.0,9,21,561
War Is a Racket,GeneralSmedleyDButler,GeneralSmedleyDButler,2019-04-11,English,1.12,,2.0,0,49,49
They Walk Among Us,"BenjaminFitton,RosannaFitton","BenjaminFitton,RosannaFitton",2019-05-30,English,8.2,,1.0,6,27,387
Charles Sobhraj,RaameshKoirala,RaameshKoirala,2019-08-02,English,5.14,,1.0,6,9,369
The Jihadi Next Door,"Dr.KimberlyMehlman-Orozco,ChristopherSampson-foreword","Dr.KimberlyMehlman-Orozco,ChristopherSampson-foreword",2019-01-01,English,10.04,,1.0,7,16,436
Red Card,KenBensinger,KenBensinger,2018-10-30,English,8.65,,1.0,10,31,631
The Orchid Thief,SusanOrlean,SusanOrlean,2001-03-08,English,12.05,,1.0,8,45,525
Farewell,"SergeiKostin,EricRaynaud,CatherineCauvin-Higgins-translator","SergeiKostin,EricRaynaud,CatherineCauvin-Higgins-translator",2012-11-12,English,4.22,,2.0,15,13,913
Stalling for Time,GaryNoesner,GaryNoesner,2018-02-01,English,12.06,,1.0,8,24,504
Babes in the Wood,"GrahamBartlett,PeterJames","GrahamBartlett,PeterJames",2020-02-20,English,3.88,,1.0,9,58,598
The Last Stone,MarkBowden,MarkBowden,2019-02-04,English,10.03,,1.0,13,51,831
Next Stop Execution,OlegGordievsky,OlegGordievsky,2018-09-27,English,11.39,,1.0,17,17,1037
Black Klansman,RonStallworth,RonStallworth,2018-08-16,English,7.38,4.5,2.0,5,50,350
The True American,AnandGiridharadas,AnandGiridharadas,2014-05-05,English,10.03,,1.0,11,34,694
Zero Zero Zero,RobertoSaviano,RobertoSaviano,2016-10-20,English,9.84,,1.0,16,2,962
A False Report,"T.ChristianMiller,KenArmstrong","T.ChristianMiller,KenArmstrong",2018-06-02,English,9.02,,1.0,10,6,606
The Cadaver King and the Country Dentist,"RadleyBalko,TuckerCarrington,JohnGrisham-foreword","RadleyBalko,TuckerCarrington,JohnGrisham-foreword",2018-02-27,English,6.0,,1.0,14,45,885
Darker Than Night,TomHenderson,TomHenderson,2017-11-04,English,11.26,,1.0,11,38,698
Chin,LarryMcShane,LarryMcShane,2016-10-18,English,9.84,,1.0,11,13,673
Evidence of Love,"JohnBloom,JimAtkinson","JohnBloom,JimAtkinson",2019-01-29,English,8.41,,1.0,12,32,752
The Infiltrator,RobertMazur,RobertMazur,2016-10-20,English,9.84,4.5,2.0,12,17,737
Till Murder Do Us Part,JamesPatterson,JamesPatterson,2021-01-21,English,10.66,,1.0,7,8,428
The Woman on the Windowsill,SylviaSellers-Garcia,SylviaSellers-Garcia,2020-02-18,English,7.03,,1.0,7,43,463
Becoming,MichelleObama,MichelleObama,2018-11-13,English,11.48,4.5,2924.0,19,3,1143
A Space of Her Own,"LeelaGulati,JasodharaBagchi","LeelaGulati,JasodharaBagchi",2020-03-31,English,4.91,4.5,39.0,11,11,671
Close to the Bone,LisaRay,LisaRay,2020-07-03,English,6.78,4.5,68.0,15,50,950
Untamed,GlennonDoyle,GlennonDoyle,2020-03-17,English,10.66,4.5,97.0,8,22,502
Wild,CherylStrayed,CherylStrayed,2013-01-01,English,8.98,4.5,31.0,12,59,779
Yes Please,AmyPoehler,AmyPoehler,2014-06-11,English,3.88,,41.0,7,31,451
The Moment of Lift,MelindaGates,MelindaGates,2019-04-25,English,3.88,4.5,116.0,8,7,487
Buy Yourself the F--king Lilies,TaraSchuster,TaraSchuster,2020-02-18,English,12.06,4.5,12.0,11,42,702
The Shaytan Bride,SumaiyaMatin,SumaiyaMatin,2022-02-28,English,8.44,,1.0,12,27,747
Everything I Know About Love,DollyAlderton,DollyAlderton,2018-01-15,English,9.84,4.5,13.0,8,33,513
Feminist City,LeslieKern,LeslieKern,2020-09-30,English,4.21,4.5,3.0,7,18,438
Sex & Cupcakes,RachelKramerBussel,RachelKramerBussel,2015-02-13,English,1.2,1.5,2.0,2,41,161
Sometimes I Trip On How Happy We Could Be,NicholePerkins,NicholePerkins,2021-08-17,English,6.0,,1.0,7,2,422
Spirit Junkie,"GabrielleBernstein,MarianneWilliamson","GabrielleBernstein,MarianneWilliamson",2011-09-15,English,9.05,,5.0,5,29,329
The Soul of a Woman,IsabelAllende,IsabelAllende,2021-02-03,English,5.92,4.5,4.0,3,41,221
Under the Tuscan Sun,FrancesMayes,FrancesMayes,1999-12-15,English,9.04,,1.0,6,2,362
The Empathy Diaries,SherryTurkle,SherryTurkle,2021-02-03,English,13.57,,1.0,11,56,716
What We Don't Talk About When We Talk About Fat,AubreyGordon,AubreyGordon,2020-11-17,English,12.06,,2.0,7,22,442
Dear Senthuran,AkwaekeEmezi,AkwaekeEmezi,2021-06-29,English,11.39,4.5,2.0,8,44,524
The Woman They Could Not Silence,KateMoore,KateMoore,2021-06-22,English,14.05,4.5,2.0,14,36,876
A Year by the Sea,JoanAnderson,JoanAnderson,2012-07-24,English,5.63,,1.0,4,34,274
Yasmeena's Choice,JeanSasson,JeanSasson,2014-03-21,English,8.02,4.5,3.0,7,17,437
The Gospel According to Coco Chanel,KarenKarbo,KarenKarbo,2010-11-18,English,8.42,,1.0,6,5,365
From Miniskirt to Hijab,JacquelineSaper,JacquelineSaper,2021-12-01,English,9.84,,1.0,6,45,405
"Princess, More Tears to Cry",JeanSasson,JeanSasson,2014-04-11,English,10.03,,1.0,10,37,637
Funny in Farsi,FiroozehDumas,FiroozehDumas,2004-03-24,English,7.02,4.5,2.0,5,40,340
Grandma Gatewood's Walk,BenMontgomery,BenMontgomery,2014-12-16,English,8.02,,1.0,7,54,474
More Than a Woman,CaitlinMoran,CaitlinMoran,2020-03-09,English,10.66,,2.0,9,32,572
Outrageous Acts and Everyday Rebellions,GloriaSteinem,GloriaSteinem,2009-05-20,English,8.42,,5.0,3,2,182
Princess Sultana's Daughters,JeanSasson,JeanSasson,2013-02-26,English,8.02,,4.0,8,13,493
Loitering with Intent,MurielSpark,MurielSpark,2006-04-05,English,7.02,,1.0,4,55,295
In Praise of Women's Bodies,GloriaSteinem,GloriaSteinem,2017-01-30,English,1.2,,1.0,0,16,16
We Are the Luckiest,LauraMcKowen,LauraMcKowen,2020-07-01,English,8.42,,1.0,7,0,420
A Series of Catastrophes and Miracles,MaryElizabethWilliams,MaryElizabethWilliams,2016-04-26,English,9.84,,1.0,9,7,547
I Overcame My Autism and All I Got Was This Lousy Anxiety Disorder,SarahKurchak,SarahKurchak,2021-02-15,English,14.06,,1.0,8,51,531
Here We Are,AartiNamdevShahani,AartiNamdevShahani,2019-01-10,English,2.17,,1.0,9,38,578
Half-Assed,JennetteFulda,JennetteFulda,2013-08-27,English,8.02,,1.0,8,22,502
"Wow, No Thank You.",SamanthaIrby,SamanthaIrby,2020-03-31,English,11.39,3.5,9.0,10,3,603
The Elephant Chaser's Daughter,ShilpaRaj,ShilpaRaj,2018-03-30,English,7.03,,3.0,10,32,632
The Girl Who Beat Isis,FaridaKhalaf,FaridaKhalaf,2016-07-07,English,8.2,,9.0,7,33,453
The Trauma Cleaner,SarahKrasnostein,SarahKrasnostein,2018-03-29,English,6.83,,1.0,9,17,557
Women in Tech,TarahWheeler,TarahWheeler,2016-07-18,English,8.02,,1.0,7,1,421
Priestdaddy,PatriciaLockwood,PatriciaLockwood,2017-02-05,English,10.03,,1.0,10,12,612
Epic Solitude,KatherineKeith,KatherineKeith,2020-04-02,English,9.84,,1.0,9,13,553
The Hungover Games,SophieHeawood,SophieHeawood,2020-07-16,English,7.38,,1.0,5,45,345
Wild Game,AdrienneBrodeur,AdrienneBrodeur,2020-01-16,English,10.66,,1.0,7,53,473
First,EvanThomas,EvanThomas,2019-03-19,English,15.07,,1.0,16,33,993
Madame Fourcade's Secret War,LynneOlson,LynneOlson,2019-05-03,English,15.07,4.5,3.0,16,9,969
A History of the World in 21 Women,JenniMurray,JenniMurray,2018-06-09,English,6.83,,3.0,8,44,524
"I Am Nujood, Age 10 and Divorced",NujoodAli,NujoodAli,2010-02-03,English,6.02,,2.0,3,58,238
Spinster,KateBolick,KateBolick,2015-04-21,English,12.06,,1.0,9,34,574
Bloom,BronnieWare,BronnieWare,2017-11-10,English,12.76,,1.0,7,44,464
Own It All,AndreaIsabelleLucas,AndreaIsabelleLucas,2020-07-10,English,6.19,,1.0,7,48,468
Are We Home Yet?,KatyMassey,KatyMassey,2020-10-09,English,6.83,,1.0,5,32,332
Enough,ShaunaM.Ahern,ShaunaM.Ahern,2019-12-12,English,7.03,,1.0,5,11,311
Thirty-Life Crisis,LisaSchwartz,LisaSchwartz,2019-08-27,English,6.0,,1.0,6,4,364
Handprints on Hubble,KathrynSullivan,KathrynSullivan,2019-06-11,English,8.44,,1.0,7,41,461
Steps out of Time,KatharineB.Soper,KatharineB.Soper,2019-01-01,English,8.44,,1.0,12,23,743
For Freddie,RachaelBland,RachaelBland,2019-02-21,English,8.65,,1.0,10,15,615
The ONE Thing,"GaryKeller,JayPapasan","GaryKeller,JayPapasan",2013-08-10,English,14.06,4.5,438.0,5,24,324
Eat That Frog!,BrianTracy,BrianTracy,2020-11-17,English,2.8,4.5,243.0,2,37,157
The Lean Startup,EricRies,EricRies,2011-09-13,English,12.06,4.5,326.0,8,38,518
Good to Great,JimCollins,JimCollins,2010-07-13,English,21.6,4.5,157.0,10,1,601
The High Performance Entrepreneur,SubrotoBagchi,SubrotoBagchi,2019-10-30,English,12.06,,15.0,6,35,395
The Voltage Effect,JohnAList,JohnAList,2022-03-02,English,10.66,,2.0,8,26,506
The Toyota Way (Second Edition),JeffreyLiker,JeffreyLiker,2021-07-14,English,8.44,,2.0,17,36,1056
The Hard Thing About Hard Things,BenHorowitz,BenHorowitz,2014-04-03,English,16.2,4.5,523.0,7,57,477
Effortless,GregMcKeown,GregMcKeown,2021-04-27,English,10.66,4.5,67.0,6,2,362
The Power of Regret,DanielH.Pink,DanielH.Pink,2022-03-02,English,9.56,4.5,3.0,5,29,329
The 5 Levels of Leadership (10th Anniversary Edition),JohnC.Maxwell,JohnC.Maxwell,2021-06-04,English,6.0,,4.0,7,17,437
Founders at Work,JessicaLivingston,JessicaLivingston,2021-04-21,English,20.1,,4.0,21,46,1306
The E-Myth Revisited,MichaelE.Gerber,MichaelE.Gerber,2004-12-26,English,16.2,,101.0,8,5,485
Zero to One,"PeterThiel,BlakeMasters","PeterThiel,BlakeMasters",2015-04-06,English,7.38,4.5,1807.0,4,50,290
The Fifth Discipline,PeterM.Senge,PeterM.Senge,2002-08-03,English,9.04,4.5,55.0,4,18,258
Product Management in Practice,MattLeMay,MattLeMay,2021-01-26,English,14.06,4.5,15.0,5,16,316
Flash Boys,MichaelLewis,MichaelLewis,2014-03-31,English,9.02,4.5,49.0,10,13,613
Articulating Design Decisions,TomGreever,TomGreever,2021-04-21,English,14.06,,2.0,6,56,416
Delivering Happiness,TonyHsieh,TonyHsieh,2010-07-06,English,6.0,,83.0,8,17,497
