name,author,narrator,releasedate,language,price,rating_stars,n_ratings,hours,mins,time_mins
The Toyota Way to Lean Leadership,"JeffreyLiker,GaryL.Convis","JeffreyLiker,GaryL.Convis",2011-11-18,English,10.03,4.5,44.0,10,4,604
Company of One,PaulJarvis,PaulJarvis,2019-01-17,English,8.2,4.5,36.0,8,17,497
The Goal,"EliyahuM.Goldratt,JeffCox","EliyahuM.Goldratt,JeffCox",2014-03-18,English,11.24,4.5,183.0,11,45,705
HBR's 10 Must Reads on Managing Yourself,"HarvardBusinessReview,PeterFerdinandDrucker,ClaytonM.Christensen,","HarvardBusinessReview,PeterFerdinandDrucker,ClaytonM.Christensen,",2015-04-08,English,8.02,4.5,51.0,7,26,446
Kautilya Arthshastra (Hindi Edition),Chanakya,Chanakya,2020-02-26,Hindi,2.09,,21.0,6,0,360
The Four,ScottGalloway,ScottGalloway,2017-05-10,English,8.2,4.5,122.0,8,32,512
HBR's 10 Must Reads on Managing People,"W.ChanKim,DanielGoleman,JonR.Katzenbach,","W.ChanKim,DanielGoleman,JonR.Katzenbach,",2015-04-08,English,8.02,4.5,19.0,8,7,487
The 15 Commitments of Conscious Leadership,"JimDethmer,DianaChapman,KaleyKlemp","JimDethmer,DianaChapman,KaleyKlemp",2015-01-22,English,8.02,,2.0,7,53,473
HBR's 10 Must Reads on Strategic Marketing,"HarvardBusinessReview,ClaytonM.Christensen,TheordoreLevitt,","HarvardBusinessReview,ClaytonM.Christensen,TheordoreLevitt,",2015-04-08,English,8.02,4.5,9.0,6,47,407
HBR’s 10 Must Reads on Emotional Intelligence,HarvardBusinessReview,HarvardBusinessReview,2015-04-08,English,8.02,4.5,50.0,5,29,329
Scaling Up,VerneHarnish,VerneHarnish,2014-10-11,English,8.02,4.5,15.0,8,49,529
Hacking Growth,"MorganBrown,SeanEllis","MorganBrown,SeanEllis",2017-04-27,English,9.02,4.5,75.0,10,43,643
Working with Emotional Intelligence,DanielGoleman,DanielGoleman,2000-01-18,English,2.17,4.5,7.0,13,3,783
The New One Minute Manager,"KenBlanchard,SpencerJohnson","KenBlanchard,SpencerJohnson",2015-05-05,English,9.44,4.5,44.0,1,27,87
The Unicorn Project,GeneKim,GeneKim,2019-11-26,English,10.03,4.5,30.0,12,24,744
Skin in the Game,NassimNicholasTaleb,NassimNicholasTaleb,2018-02-27,English,12.06,4.5,218.0,8,20,500
The Infinite Game,SimonSinek,SimonSinek,2019-10-17,English,10.66,4.5,319.0,6,56,416
Never Split the Difference,"ChrisVoss,TahlRaz","ChrisVoss,TahlRaz",2019-06-20,English,9.84,4.5,882.0,8,7,487
The Greatness Guide,RobinSharma,RobinSharma,2018-09-18,English,7.03,4.5,78.0,4,17,257
Chanakya's 7 Secrets of Leadership,"D.Sivanandhan,RadhakrishnanPillai","D.Sivanandhan,RadhakrishnanPillai",2017-04-10,English,3.9,,59.0,7,23,443
Daring Greatly,BrenéBrown,BrenéBrown,2018-07-26,English,9.84,4.5,62.0,6,30,390
Your Money or Your Life,"VickiRobin,JoeDominguez,Mr.MoneyMustache-foreword","VickiRobin,JoeDominguez,Mr.MoneyMustache-foreword",2018-06-26,English,12.06,4.5,49.0,11,21,681
Business Adventures,JohnBrooks,JohnBrooks,2014-08-19,English,13.57,3.5,36.0,16,53,1013
Nudge: The Final Edition,"RichardH.Thaler,CassR.Sunstein","RichardH.Thaler,CassR.Sunstein",2021-03-08,English,8.44,4.5,17.0,11,33,693
Great by Choice,"MortenTHansen,JimCollins","MortenTHansen,JimCollins",2011-07-12,English,8.2,,22.0,8,33,513
Chanakya and the Art of Getting Rich,RadhakrishnanPillai,RadhakrishnanPillai,2019-08-10,English,6.02,4.5,30.0,4,41,281
Good Strategy/Bad Strategy,RichardRumelt,RichardRumelt,2019-05-14,English,13.57,4.5,59.0,11,49,709
The 80/20 Principle,RichardKoch,RichardKoch,2014-10-14,English,17.27,4.5,104.0,6,47,407
Influence Is Your Superpower,ZoeChance,ZoeChance,2022-01-02,English,10.66,,1.0,7,10,430
Amp It Up,FrankSlootman,FrankSlootman,2022-01-19,English,5.63,,6.0,5,35,335
Leadership and Self-Deception: Getting Out of the Box,TheArbingerInstitute,TheArbingerInstitute,2018-12-09,English,8.02,4.5,15.0,6,1,361
HBR's 10 Must Reads on Communication,"HarvardBusinessReview,RobertB.Cialdini,NickMorgan,","HarvardBusinessReview,RobertB.Cialdini,NickMorgan,",2015-04-08,English,8.02,,49.0,6,59,419
"Multipliers, Revised and Updated","LizWiseman,StephenCovey-foreword","LizWiseman,StephenCovey-foreword",2017-05-16,English,18.23,4.5,13.0,11,24,684
Pre-suasion,RobertCialdini,RobertCialdini,2020-01-30,English,10.66,4.5,31.0,9,24,564
The Prosperous Coach: Increase Income and Impact for You and Your Clients,"SteveChandler,RichLitvin","SteveChandler,RichLitvin",2016-08-03,English,6.01,4.5,23.0,4,20,260
The 22 Immutable Laws of Branding,"AlRies,LauraRies","AlRies,LauraRies",2014-04-22,English,14.86,4.5,20.0,8,8,488
The Coaching Habit,MichaelBungayStanier,MichaelBungayStanier,2016-06-20,English,6.01,4.5,70.0,3,3,183
Dare to Lead,BrenéBrown,BrenéBrown,2018-09-10,English,9.84,4.5,54.0,8,10,490
Decisive,"ChipHeath,DanHeath","ChipHeath,DanHeath",2020-02-01,English,10.66,4.5,31.0,9,9,549
Thinking in Systems,DonellaH.Meadows,DonellaH.Meadows,2018-07-26,English,8.02,4.5,43.0,6,26,386
The Winning Attitude,JeffKeller,JeffKeller,2021-06-01,English,10.8,,2.0,6,52,412
Chanakya and the Art of War,RadhakrishnanPillai,RadhakrishnanPillai,2021-03-13,English,10.55,4.5,71.0,5,11,311
What Got You Here Won't Get You There,"MarshallGoldsmith,MarkReiter","MarshallGoldsmith,MarkReiter",2019-04-19,English,8.02,4.5,117.0,7,56,476
The Manager's Path,CamilleFournier,CamilleFournier,2019-06-25,English,7.03,4.5,25.0,10,7,607
Site Reliability Engineering,"BetsyBeyer,ChrisJones,JenniferPetoff,","BetsyBeyer,ChrisJones,JenniferPetoff,",2021-05-02,English,20.1,,5.0,20,8,1208
You Can Win,ShivKhera,ShivKhera,2018-12-20,English,6.83,,136.0,9,15,555
How Women Rise,"SallyHelgesen,MarshallGoldsmith","SallyHelgesen,MarshallGoldsmith",2018-12-04,English,8.2,4.5,20.0,7,6,426
The Lean Product Playbook,DanOlsen,DanOlsen,2016-05-19,English,8.44,,31.0,9,54,594
The Great Mental Models,ShaneParrish,ShaneParrish,2019-09-04,English,10.03,4.5,367.0,3,23,203
Business Sutra,DevduttPattanaik,DevduttPattanaik,2017-01-01,English,6.36,4.5,34.0,11,26,686
Escaping the Build Trap,MelissaPerri,MelissaPerri,2020-06-30,English,7.03,4.5,27.0,6,44,404
Lean Analytics,"AlistairCroll,BenjaminYoskovitz","AlistairCroll,BenjaminYoskovitz",2020-06-30,English,8.44,,1.0,12,47,767
Find Your Why,SimonSinek,SimonSinek,2017-07-09,English,7.38,4.5,53.0,4,56,296
TED Talks,ChrisAnderson,ChrisAnderson,2016-03-05,English,10.04,4.5,21.0,7,31,451
Hard Times Create Strong Men,StefanAarnio,StefanAarnio,2019-01-21,English,10.03,,8.0,16,13,973
Inside Chanakya's Mind,RadhakrishnanPillai,RadhakrishnanPillai,2018-12-24,English,8.44,,62.0,5,57,357
Emotional Agility,SusanDavid,SusanDavid,2016-05-23,English,8.2,4.5,25.0,7,28,448
Apne Bheetar Chhupe Leader ko Kaise Jagayein [Developing the Leader Within You],JohnC.Maxwell,JohnC.Maxwell,2019-04-09,Hindi,2.88,4.5,31.0,8,51,531
The Long Game,DorieClark,DorieClark,2021-09-21,English,7.03,,9.0,5,23,323
"Crucial Conversations, Second Edition","KerryPatterson,JosephGrenny,RonMcMillan,","KerryPatterson,JosephGrenny,RonMcMillan,",2021-03-08,English,7.03,,1.0,6,27,387
Switch,"ChipHeath,DanHeath","ChipHeath,DanHeath",2020-02-01,English,10.66,4.5,29.0,7,43,463
HBR's 10 Must Reads on Strategy,"HarvardBusinessReview,MichaelE.Porter,W.ChanKim,","HarvardBusinessReview,MichaelE.Porter,W.ChanKim,",2015-04-08,English,8.02,4.5,24.0,9,17,557
"The Black Swan, Second Edition: The Impact of the Highly Improbable: With a new section: ""On Robustness and Fragility""",NassimNicholasTaleb,NassimNicholasTaleb,2019-08-01,English,15.07,4.5,75.0,15,48,948
Superforecasting,"PhilipTetlock,DanGardner","PhilipTetlock,DanGardner",2015-09-29,English,8.02,4.5,23.0,9,45,585
How to Win Friends and Influence People,DaleCarnegie,DaleCarnegie,2021-03-05,English,8.02,4.5,7.0,6,58,418
Leadership Wisdom from the Monk Who Sold His Ferrari,RobinSharma,RobinSharma,2018-08-21,English,7.03,,54.0,7,31,451
Upstream,DanHeath,DanHeath,2020-05-03,English,10.66,4.5,76.0,7,46,466
Stories at Work,IndranilChakraborty,IndranilChakraborty,2019-11-19,English,10.55,4.5,37.0,6,48,408
The 12 Week Year,"BrianP.Moran,MichaelLennington","BrianP.Moran,MichaelLennington",2020-07-27,English,7.87,,20.0,5,17,317
The Fearless Organization,AmyC.Edmondson,AmyC.Edmondson,2019-09-04,English,7.03,4.5,16.0,6,43,403
HBR's 10 Must Reads on Making Smart Decisions,"RamCharan,HarvardBusinessReview,DanielKahneman","RamCharan,HarvardBusinessReview,DanielKahneman",2015-04-08,English,8.02,4.5,9.0,6,24,384
The Effective Executive,PeterF.Drucker,PeterF.Drucker,2017-01-24,English,14.17,,33.0,6,15,375
Secrets to Winning at Office Politics,MarieG.McIntyrePhD,MarieG.McIntyrePhD,2018-07-24,English,7.03,4.5,43.0,9,10,550
HBR's 10 Must Reads on Design Thinking,HarvardBusinessReview,HarvardBusinessReview,2020-04-28,English,7.03,,20.0,5,52,352
Influence,RobertB.Cialdini,RobertB.Cialdini,2014-08-28,English,10.03,,36.0,12,25,745
"Change by Design, Revised and Updated",TimBrown,TimBrown,2019-05-03,English,16.2,4.5,10.0,7,37,457
Turn the Ship Around!,L.DavidMarquet,L.DavidMarquet,2021-12-08,English,10.66,,3.0,6,26,386
The Art of War,SunTzu,SunTzu,2015-03-31,English,4.0,,511.0,1,7,67
"Change Your Thinking, Change Your Life",BrianTracy,BrianTracy,2014-05-30,English,9.84,,8.0,8,57,537
The Millionaire Real Estate Investor,"GaryKeller,DaveJenks,JayPapasan","GaryKeller,DaveJenks,JayPapasan",2007-06-11,English,16.61,4.5,33.0,9,21,561
Tatalog,HarishBhat,HarishBhat,2019-11-12,English,12.06,4.5,34.0,5,52,352
Executive Presence,SylviaAnnHewlett,SylviaAnnHewlett,2014-03-06,English,14.17,4.5,15.0,6,17,377
Inspired,MartyCagan,MartyCagan,2018-03-20,English,8.02,4.5,145.0,7,45,465
Extreme Ownership,"JockoWillink,LeifBabin","JockoWillink,LeifBabin",2015-10-19,English,1.61,4.5,51.0,9,33,573
Tribal Leadership,"DaveLogan,JohnKing,HaleeFischer-Wright","DaveLogan,JohnKing,HaleeFischer-Wright",2019-02-19,English,7.03,4.5,6.0,10,20,620
Big Billion Startup,MihirDalal,MihirDalal,2021-06-24,English,10.03,4.5,202.0,11,23,683
How Will You Measure Your Life?,"ClaytonM.Christensen,JamesAllworth","ClaytonM.Christensen,JamesAllworth",2012-05-15,English,14.17,4.5,96.0,5,28,328
"Blue Ocean Strategy, Expanded Edition","W.ChanKim,ReneeMauborgne","W.ChanKim,ReneeMauborgne",2020-07-14,English,7.03,4.5,29.0,8,43,523
Leaders Eat Last,SimonSinek,SimonSinek,2020-02-18,English,12.06,4.5,51.0,9,23,563
The 22 Immutable Laws of Marketing,"AlRies,JackTrout","AlRies,JackTrout",2014-04-22,English,10.8,4.5,62.0,3,6,186
Originals,"AdamGrant,SherylSandberg-foreword","AdamGrant,SherylSandberg-foreword",2016-06-23,English,9.84,4.5,120.0,10,1,601
The Outsiders,WilliamN.Thorndike,WilliamN.Thorndike,2013-10-29,English,7.21,4.5,89.0,5,52,352
McKinsey Mind,"EthanM.Rasiel,PaulN.Friga","EthanM.Rasiel,PaulN.Friga",2021-07-08,English,7.03,3.5,2.0,5,13,313
Super Thinking,"GabrielWeinberg,LaurenMcCann","GabrielWeinberg,LaurenMcCann",2019-06-20,English,9.84,4.5,57.0,12,37,757
Measure What Matters,JohnDoerr,JohnDoerr,2018-01-11,English,9.84,4.5,262.0,7,56,476
Execution,"LarryBossidy,RamCharan","LarryBossidy,RamCharan",2002-06-14,English,10.55,4.5,73.0,8,14,494
The Amazon Way: Amazon's 14 Leadership Principles,"JohnRossman,TomAlberg-foreword","JohnRossman,TomAlberg-foreword",2021-10-08,English,8.16,4.5,3.0,4,40,280
HBR's 10 Must Reads: The Essentials,"PeterFerdinandDrucker,ClaytonM.Christensen,DanielGoleman,","PeterFerdinandDrucker,ClaytonM.Christensen,DanielGoleman,",2015-04-08,English,8.02,,8.0,9,48,588
HBR's 10 Must Reads on Leadership,"HarvardBusinessReview,PeterFerdinandDrucker,DanielGoleman,","HarvardBusinessReview,PeterFerdinandDrucker,DanielGoleman,",2015-04-08,English,8.02,4.5,46.0,6,18,378
HBR's 10 Must Reads on Negotiation,"HarvardBusinessReview,DanielKahneman,DeepakMalhotra,","HarvardBusinessReview,DanielKahneman,DeepakMalhotra,",2019-12-31,English,7.03,,8.0,5,50,350
HBR's 10 Must Reads 2022,HarvardBusinessReview,HarvardBusinessReview,2021-11-30,English,7.03,4.5,2.0,6,47,407
Product Leadership,"RichardBanfield,MartinEriksson,NateWalkingshaw","RichardBanfield,MartinEriksson,NateWalkingshaw",2021-05-02,English,16.08,4.5,2.0,7,41,461
Playing to Win,"RogerL.Martin,A.G.Lafley","RogerL.Martin,A.G.Lafley",2013-11-19,English,7.21,4.5,27.0,7,9,429
The Mind of a Consultant,SandeepK.Krishnan,SandeepK.Krishnan,2021-03-07,English,10.55,4.5,7.0,5,35,335
Die Empty,ToddHenry,ToddHenry,2013-03-10,English,7.87,4.5,53.0,5,30,330
Empowered,"MartyCagan,ChrisJones","MartyCagan,ChrisJones",2020-03-12,English,7.03,4.5,8.0,11,9,669
Developing the Leader Within You 2.0,JohnC.Maxwell,JohnC.Maxwell,2018-06-02,English,14.17,,20.0,7,44,464
Exactly What to Say,PhilM.Jones,PhilM.Jones,2017-01-12,English,2.8,4.5,82.0,1,14,74
Team Topologies: Organizing Business and Technology Teams for Fast Flow,"MatthewSkelton,ManuelPais","MatthewSkelton,ManuelPais",2019-09-17,English,8.02,4.5,5.0,6,31,391
Harvard Business Review Manager's Handbook,HarvardBusinessReview,HarvardBusinessReview,2017-02-14,English,8.02,4.5,135.0,9,41,581
Blue Ocean Strategy,"W.ChanKim,ReneeMauborgne","W.ChanKim,ReneeMauborgne",2006-07-28,English,8.44,4.5,146.0,6,27,387
MBA Kiye Bina Seekhen Business Ke Hunar [Learn Business Skills Without Getting an MBA],JoshKaufman,JoshKaufman,2019-04-11,Hindi,3.41,4.5,36.0,19,17,1157
Rethinking Competitive Advantage,RamCharan,RamCharan,2021-06-04,English,10.55,4.5,20.0,5,18,318
The Making of a Manager,JulieZhuo,JulieZhuo,2019-03-21,English,8.2,4.5,77.0,7,32,452
The HeART of Laser-Focused Coaching,MarionFranklin,MarionFranklin,2020-07-05,English,10.03,,1.0,11,7,667
Beyond the Goal,EliyahuM.Goldratt,EliyahuM.Goldratt,2006-10-02,English,8.44,,20.0,5,47,347
Triggers,"MarshallGoldsmith,MarkReiter","MarshallGoldsmith,MarkReiter",2015-05-19,English,10.55,4.5,24.0,6,36,396
It's Not Luck,EliyahuM.Goldratt,EliyahuM.Goldratt,2014-03-18,English,9.84,,37.0,8,30,510
The Entrepreneur Roller Coaster,DarrenHardy,DarrenHardy,2019-01-22,English,7.3,4.5,111.0,7,8,428
The Sales Acceleration Formula,MarkRoberge,MarkRoberge,2015-07-07,English,8.02,,13.0,6,24,384
Negotiation Genius,"DeepakMalhotra,MaxBazerman","DeepakMalhotra,MaxBazerman",2015-02-06,English,15.07,4.5,73.0,11,58,718
Scrum,JeffSutherland,JeffSutherland,2016-01-28,English,9.84,4.5,106.0,6,43,403
"Coach the Person, Not the Problem",MarciaReynolds,MarciaReynolds,2020-11-05,English,8.02,,2.0,5,13,313
HBR's 10 Must Reads for New Managers,"HarvardBusinessReview,LindaA.Hill,HerminiaIbarra,","HarvardBusinessReview,LindaA.Hill,HerminiaIbarra,",2017-07-02,English,8.02,4.5,16.0,6,34,394
"The First 90 Days, Updated and Expanded",MichaelWatkins,MichaelWatkins,2013-04-23,English,8.44,4.5,61.0,6,58,418
How to Talk to Anyone at Work,LeilLowndes,LeilLowndes,2018-10-16,English,10.04,4.5,13.0,6,17,377
The Third Door,AlexBanayan,AlexBanayan,2018-05-06,English,12.06,4.5,74.0,8,42,522
Millionaire Success Habits,DeanGraziosi,DeanGraziosi,2019-01-15,English,8.44,,19.0,8,13,493
Leadership,DorisKearnsGoodwin,DorisKearnsGoodwin,2018-09-20,English,9.84,4.5,10.0,18,4,1084
"Change Your Questions, Change Your Life",MarileeG.AdamsPhD,MarileeG.AdamsPhD,2015-01-12,English,8.02,,9.0,5,20,320
You Can Win,ShivKhera,ShivKhera,2019-07-16,English,6.83,,22.0,7,48,468
Thinking in Bets,AnnieDuke,AnnieDuke,2018-06-02,English,10.55,4.5,153.0,6,50,410
"The Harvard Business Review Leader's Handbook: Make an Impact, Inspire Your Organization, and Get to the Next Level","RonAshkenas,BrookManville","RonAshkenas,BrookManville",2020-08-12,English,7.03,4.5,2.0,8,55,535
HBR's 10 Must Reads on Mental Toughness,"HarvardBusinessReview,MartinE.P.Seligman,TonySchwartz,","HarvardBusinessReview,MartinE.P.Seligman,TonySchwartz,",2019-12-24,English,7.03,,18.0,4,30,270
Critical Chain,EliyahuM.Goldratt,EliyahuM.Goldratt,2014-03-18,English,9.84,4.5,31.0,7,27,447
Building Social Business,MuhammadYunus,MuhammadYunus,2010-11-05,English,8.42,4.5,13.0,8,28,508
The Boston Consulting Group on Strategy,"CarlW.Stern-editor,MichaelS.Deimler-editor","CarlW.Stern-editor,MichaelS.Deimler-editor",2020-10-07,English,12.04,,4.0,17,12,1032
Dream With Your Eyes Open,RonnieScrewvala,RonnieScrewvala,2019-05-09,English,0.0,4.5,642.0,7,19,439
The Signal and the Noise,NateSilver,NateSilver,2012-09-27,English,10.55,4.5,20.0,16,21,981
The Digital Transformation Playbook,DavidL.Rogers,DavidL.Rogers,2018-10-23,English,7.03,4.5,24.0,9,57,597
Getting More,StuartDiamond,StuartDiamond,2021-02-23,English,13.12,,1.0,16,25,985
The Dichotomy of Leadership,"JockoWillink,LeifBabin","JockoWillink,LeifBabin",2018-09-25,English,2.17,4.5,5.0,10,34,634
Traction,GinoWickman,GinoWickman,2012-12-21,English,8.02,4.5,19.0,6,56,416
Winning,"JackWelch,SuzyWelch","JackWelch,SuzyWelch",2005-06-04,English,18.23,4.5,13.0,11,23,683
Raise Your Game,"AlanStein,JonSternfeld,JayBilas-foreword","AlanStein,JonSternfeld,JayBilas-foreword",2019-08-01,English,6.0,,6.0,7,36,456
Nine Lies About Work,"MarcusBuckingham,AshleyGoodall","MarcusBuckingham,AshleyGoodall",2019-02-04,English,8.44,4.5,26.0,8,53,533
The Three Laws of Performance,"SteveZaffron,DaveLogan","SteveZaffron,DaveLogan",2009-02-03,English,8.44,4.5,31.0,6,12,372
The Secret of Leadership,PrakashIyer,PrakashIyer,2019-11-19,English,10.55,4.5,18.0,5,33,333
Clockwork,MikeMichalowicz,MikeMichalowicz,2018-08-21,English,10.55,,11.0,7,30,450
Net Positive,"PaulPolman,AndrewWinston","PaulPolman,AndrewWinston",2021-10-26,English,8.44,,5.0,12,17,737
When,DanielH.Pink,DanielH.Pink,2018-09-01,English,9.56,4.5,38.0,5,47,347
Innovation and Entrepreneurship,PeterF.Drucker,PeterF.Drucker,1999-12-15,English,8.42,4.5,3.0,9,31,571
Quiet Leadership,DavidRock,DavidRock,2011-11-15,English,14.17,,14.0,6,57,417
High Growth Handbook,EladGil,EladGil,2018-07-24,English,10.03,,8.0,12,26,746
Powerful Self-Confidence,MadeforSuccess,MadeforSuccess,2016-10-25,English,9.84,,4.0,7,48,468
The Advantage,PatrickLencioni,PatrickLencioni,2012-03-20,English,8.44,4.5,9.0,5,25,325
The Millionaire Real Estate Agent,"GaryKeller,DaveJenks,JayPapasan","GaryKeller,DaveJenks,JayPapasan",2007-06-11,English,16.61,,3.0,11,4,664
Product Roadmaps Relaunched,"C.ToddLombardo,BruceMcCarthy,EvanRyan,","C.ToddLombardo,BruceMcCarthy,EvanRyan,",2021-05-02,English,16.08,,1.0,6,41,401
The High-Potential Leader,"RamCharan,GeriWilligan","RamCharan,GeriWilligan",2017-07-17,English,8.02,,17.0,5,48,348
Blitzscaling,"ReidHoffman,ChrisYeh","ReidHoffman,ChrisYeh",2018-09-10,English,5.92,4.5,39.0,9,3,543
Think and Grow Rich,NapoleonHill,NapoleonHill,2007-10-16,English,10.03,4.5,10.0,9,35,575
"Better, Simpler Strategy",FelixOberholzer-Gee,FelixOberholzer-Gee,2021-04-20,English,7.03,4.5,9.0,6,50,410
The Toyota Way,JeffreyK.Liker,JeffreyK.Liker,2021-07-30,English,5.63,,1.0,4,36,276
Managing Up,HarvardBusinessReview,HarvardBusinessReview,2015-04-08,English,2.8,4.5,30.0,0,46,46
The 30 Day MBA,ColinBarrow,ColinBarrow,2019-05-03,English,12.06,,1.0,13,35,815
The Art of Possibility,"RosamundStoneZander,BenjaminZander","RosamundStoneZander,BenjaminZander",2011-03-01,English,1.61,4.5,8.0,6,38,398
Understanding Michael Porter,JoanMagretta,JoanMagretta,2011-12-12,English,8.33,4.5,7.0,6,4,364
Managing Projects,HarvardBusinessReview,HarvardBusinessReview,2015-04-08,English,2.8,4.5,11.0,1,11,71
The Road Less Stupid,KeithJ.Cunningham,KeithJ.Cunningham,2018-08-06,English,10.03,,1.0,11,32,692
Good Leaders Ask Great Questions,JohnC.Maxwell,JohnC.Maxwell,2014-07-10,English,6.0,,21.0,8,17,497
Team of Teams,"GeneralStanleyMcChrystal,DavidSilverman,TantumCollins,","GeneralStanleyMcChrystal,DavidSilverman,TantumCollins,",2016-07-28,English,9.84,4.5,22.0,12,6,726
Competitive Strategy,MichaelE.Porter,MichaelE.Porter,2019-07-03,English,10.03,,2.0,15,31,931
The Five Dysfunctions of a Team,PatrickLencioni,PatrickLencioni,2002-10-18,English,9.05,4.5,200.0,3,42,222
Cracked It!,"BernardGarrette,CoreyPhelps,OlivierSibony","BernardGarrette,CoreyPhelps,OlivierSibony",2019-10-31,English,11.26,,5.0,10,38,638
The Startup Owner's Manual,"SteveBlank,BobDorf","SteveBlank,BobDorf",2020-06-23,English,8.44,4.5,3.0,12,59,779
The IndiGo Story,ShelleyVishwajeet,ShelleyVishwajeet,2019-01-03,English,5.71,,140.0,6,11,371
"Co-Active Coaching, 3rd Edition","HenryKimsey-House,PhillipSandahl,KarenKimsey-House,","HenryKimsey-House,PhillipSandahl,KarenKimsey-House,",2013-12-07,English,9.84,,14.0,7,9,429
The 3-Minute Rule,BrantPinvidic,BrantPinvidic,2019-10-29,English,9.05,4.5,12.0,5,15,315
The Art of the Start 2.0,GuyKawasaki,GuyKawasaki,2016-01-06,English,15.94,,13.0,9,45,585
The Startup Playbook (2nd Edition),"RajatBhargava,WillHerman","RajatBhargava,WillHerman",2020-08-09,English,8.44,,4.0,11,43,703
Time Management,BrianTracy,BrianTracy,2014-03-24,English,4.21,4.5,34.0,2,4,124
"The AMA Handbook of Project Management, Fifth Edition","PaulC.DinsmorePMP-editor,JeannetteCabanis-Brewin-editor","PaulC.DinsmorePMP-editor,JeannetteCabanis-Brewin-editor",2019-05-03,English,9.84,,4.0,25,46,1546
48-Hour Start-Up: From Idea to Launch in 1 Weekend,FraserDohertyMBE,FraserDohertyMBE,2016-08-25,English,3.64,4.5,6.0,4,52,292
Winning on Purpose,"FredReichheld,DarciDarnell,MaureenBurns","FredReichheld,DarciDarnell,MaureenBurns",2021-12-31,English,7.03,,1.0,8,37,517
Radical Candor,KimScott,KimScott,2018-08-03,English,3.88,4.5,74.0,9,23,563
Networking Like a Pro,"IvanMisnerPhD,BrianHilliard","IvanMisnerPhD,BrianHilliard",2018-06-11,English,7.03,,3.0,6,21,381
How to Win at the Sport of Business,MarkCuban,MarkCuban,2015-07-04,English,2.8,,51.0,2,8,128
Conversational Intelligence,JudithE.Glaser,JudithE.Glaser,2014-01-24,English,8.44,,9.0,6,32,392
The Art of Innovation,"TomKelley,JonathanLittman-contributor,TomPeters-foreword","TomKelley,JonathanLittman-contributor,TomPeters-foreword",2016-01-02,English,8.04,4.5,7.0,8,56,536
Think Smarter,MichaelKallet,MichaelKallet,2018-12-25,English,7.03,,12.0,6,53,413
The Founder's Dilemmas,NoamWasserman,NoamWasserman,2012-09-21,English,10.03,4.5,17.0,13,28,808
The Art of Strategy,"BarryJ.Nalebuff,AvinashK.Dixit","BarryJ.Nalebuff,AvinashK.Dixit",2013-12-07,English,11.39,,3.0,17,2,1022
